iter	MultiClass
113	0.02606480346
114	0.02578271235
115	0.02543981109
116	0.0252215723
117	0.02503110993
118	0.0247576449
119	0.02452039467
120	0.02432531485
121	0.02400885061
122	0.02381555062
123	0.02352961098
124	0.02321867878
125	0.02282827537
126	0.02259137212
127	0.02236968931
128	0.0221164394
129	0.02189263499
130	0.02160086221
131	0.02139665084
132	0.02107861332
133	0.02091098373
134	0.02072263592
135	0.02055046297
136	0.02039628821
137	0.02022211839
138	0.02006300551
139	0.01986674461
140	0.01965780072
141	0.01951573369
142	0.01937431102
143	0.01912261912
144	0.01899445841
145	0.01886075067
146	0.0187031659
147	0.01860278667
148	0.01849399959
149	0.01838136347
150	0.01821051084
151	0.01803451179
152	0.01788031776
153	0.01770043756
154	0.0175918638
155	0.01750183302
156	0.0172996036
157	0.01711421872
158	0.01701967006
159	0.01687398457
160	0.01672820175
161	0.01653766923
162	0.01643019888
163	0.01632652376
164	0.01624797855
165	0.01610658436
166	0.01595688928
167	0.01583602658
168	0.01574655058
169	0.01560121197
170	0.01551003104
171	0.01534304113
172	0.01521733382
173	0.01514056388
174	0.01508596606
175	0.01499901269
176	0.01489329411
177	0.01484008607
178	0.01475929182
179	0.01464828525
180	0.01453916448
181	0.01439175644
182	0.01429231673
183	0.01423679812
184	0.0141387272
185	0.01400811017
186	0.0138686969
187	0.0137564422
188	0.01368424725
189	0.01363287718
190	0.01354699092
191	0.0134551172
192	0.01337914474
193	0.01330004578
194	0.0132044549
195	0.01312566214
196	0.0130690245
197	0.0129299098
198	0.01280969153
199	0.01276277223
200	0.01266034589
201	0.01261838171
202	0.01255690172
203	0.01250975967
204	0.01247045627
205	0.01243335444
206	0.01235353824
207	0.01226482175
208	0.01216717088
209	0.01211681166
210	0.0120362854
211	0.01197229524
212	0.01189067083
213	0.01184053196
214	0.01179375072
215	0.01172357462
216	0.01163868849
217	0.01159010731
218	0.01152068923
219	0.01146228607
220	0.01140907297
221	0.01132242516
222	0.01123071621
223	0.01118612668
224	0.0110916861
225	0.01100383395
226	0.01096788601
227	0.01089252051
228	0.01082048145
229	0.01074136674
230	0.01069243094
231	0.01065337586
232	0.01057128143
233	0.01049788691
234	0.01042436686
235	0.01037159123
236	0.0103068186
237	0.01024207085
238	0.01017012985
239	0.0101088457
240	0.01003920268
241	0.009988908758
242	0.009939502443
243	0.009898380285
244	0.009834750602
245	0.009793513952
246	0.009753143421
247	0.009699982716
248	0.009659101562
249	0.009603875194
250	0.00957343962
251	0.009534321554
252	0.009478110745
253	0.009421674717
254	0.009376682254
255	0.009313819633
256	0.009277442993
257	0.009228564501
258	0.009194528321
259	0.009158057208
260	0.009104134038
261	0.009070393497
262	0.009030149648
263	0.00900922431
264	0.008985974126
265	0.008940557318
266	0.008886428392
267	0.008854900481
268	0.008831091649
269	0.008796139414
270	0.008749775827
271	0.008705289784
272	0.008674244415
273	0.008621294569
274	0.008592506035
275	0.008560757597
276	0.008519249855
277	0.008485280973
278	0.008432237133
279	0.008398925749
280	0.008367729576
281	0.008337666641
282	0.008305260395
283	0.008275047672
284	0.008258737407
285	0.008231732867
286	0.00821078122
287	0.008190271338
288	0.008158375663
289	0.008131053931
290	0.008089354431
291	0.008035502544
292	0.008013147138
293	0.007978786923
294	0.00794647433
295	0.007912486065
296	0.007893228626
297	0.00787009134
298	0.007847662361
299	0.007835357417
300	0.007807697195
301	0.007770635875
302	0.007753851787
303	0.0077247397
304	0.007705664318
305	0.007680041174
306	0.007662989142
307	0.007641901987
308	0.007611328984
309	0.007596070439
310	0.007581045545
311	0.007549162731
312	0.007533377173
313	0.00751223749
314	0.007498659904
315	0.007483493934
316	0.007461009808
317	0.007440189378
318	0.007424203882
319	0.00738849174
320	0.007364216856
321	0.00734183866
322	0.007319621391
323	0.007285365001
324	0.007259023001
325	0.007223250235
326	0.00719320379
327	0.00714865806
328	0.007127404325
329	0.007106307278
330	0.00707050187
331	0.007039687574
332	0.007019544442
333	0.007002298789
334	0.00698875027
335	0.006976770157
336	0.006955120138
337	0.006927077333
338	0.006901439811
339	0.006878349709
340	0.006854538358
341	0.006840542622
342	0.006780808964
343	0.006766939247
344	0.006740693702
345	0.006718623356
346	0.006696476773
347	0.006673479849
348	0.00665389138
349	0.006617142216
350	0.006601349198
351	0.006588067946
352	0.006569133972
353	0.0065231602
354	0.006514277211
355	0.00649129151
356	0.006465385182
357	0.006449770727
358	0.006414258095
359	0.006392876901
360	0.006374064752
361	0.006361218362
362	0.006341012275
363	0.006312855754
364	0.006288379518
365	0.006275375814
366	0.006252288542
367	0.006235216797
368	0.006207875112
369	0.006178864832
370	0.006155940292
371	0.006128019164
372	0.006115070698
373	0.00608683364
374	0.006064515289
375	0.006041740765
376	0.006021403708
377	0.006000507791
378	0.005975876449
379	0.005954643069
380	0.005933158755
381	0.005912280294
382	0.005888496973
383	0.005866267027
384	0.005847015657
385	0.005830033347
386	0.005815742614
387	0.00579909848
388	0.005766806578
389	0.005755383091
390	0.005732837458
391	0.005711936267
392	0.005684808106
393	0.005666698675
394	0.005643866735
395	0.005633563437
396	0.0056187647
397	0.005600479122
398	0.005588706546
399	0.005570969191
400	0.005549949569
401	0.005527812761
402	0.005516301193
403	0.005501855788
404	0.005487563264
405	0.005467943466
406	0.005445837978
407	0.005436875935
408	0.005419030687
409	0.005402697584
410	0.005379833898
411	0.00536933732
412	0.005346976381
413	0.005334390342
414	0.005315744111
415	0.005309316322
416	0.005296921523
417	0.005280997383
418	0.005261545933
419	0.005240410717
420	0.005221973004
421	0.005205820471
422	0.005193634611
423	0.005176837355
424	0.005160817019
425	0.005149355018
426	0.005134012213
427	0.005121976201
428	0.005108263237
429	0.005089424283
430	0.005068470247
431	0.005054521342
432	0.005044590146
433	0.00503547402
434	0.005026864525
435	0.005014100191
436	0.004997235948
437	0.004980572894
438	0.004952840625
439	0.004946172867
440	0.004930272706
441	0.004924047805
442	0.004905420559
443	0.004889939726
444	0.004877496172
445	0.004860651451
446	0.004850279187
447	0.004844172499
448	0.004809632896
449	0.004804742587
450	0.004791754685
451	0.004779368836
452	0.004771092196
453	0.004758444154
454	0.004746415896
455	0.004738569162
456	0.004720857471
457	0.004708289776
458	0.004696484025
459	0.004686740794
460	0.004678290419
461	0.00466595451
462	0.004657412458
463	0.004649837755
464	0.004638598651
465	0.00462381704
466	0.004616950862
467	0.004606234983
468	0.004598278114
469	0.004590026624
470	0.004583500249
471	0.004574263776
472	0.004562031198
473	0.00455669263
474	0.004545216268
475	0.004534797501
476	0.00452233317
477	0.004504346327
478	0.004488713455
479	0.004478636794
480	0.004470175263
481	0.004460049764
482	0.00444851585
483	0.004440048695
484	0.004433253472
485	0.004425391685
486	0.004416486987
487	0.004408540033
488	0.004393221083
489	0.004387024786
490	0.004377822032
491	0.004364032038
492	0.004353071585
493	0.004345064367
494	0.004335141149
495	0.004324810157
496	0.004318192216
497	0.00431144267
498	0.004295481278
499	0.00428374119
500	0.004275847387
501	0.004266928353
502	0.004253398616
503	0.004247026206
504	0.004236302099
505	0.004223737544
506	0.004218707854
507	0.004211714804
508	0.004206656439
509	0.00420062252
510	0.004186347986
511	0.00418135252
512	0.004173572142
513	0.004169098072
514	0.004157388035
515	0.004145098914
516	0.004141292869
517	0.004132610901
518	0.004108811816
519	0.004095481241
520	0.004087313703
521	0.004073536756
522	0.004069441416
523	0.004063812115
524	0.004059440416
525	0.004052809082
526	0.0040427071
527	0.004033653136
528	0.004025287857
529	0.004016479577
530	0.004008197707
531	0.004000409287
532	0.003997767126
533	0.003993223388
534	0.003983278634
535	0.003977666618
536	0.003964660781
537	0.003956156656
538	0.003948133486
539	0.00393630517
540	0.003929686388
541	0.003921844088
542	0.003914380932
543	0.003905469456
544	0.003901288048
545	0.003894352331
546	0.00388961964
547	0.003882920055
548	0.003875710823
549	0.003861167818
550	0.00385197477
551	0.003840619905
552	0.003829506031
553	0.003822247193
554	0.003819123348
555	0.00381046039
556	0.003803735119
557	0.003798026112
558	0.003791744359
559	0.003785538533
560	0.00378094516
561	0.003771048036
562	0.00376321479
563	0.003760441891
564	0.003749324998
565	0.00374425507
566	0.003739109972
567	0.003731838205
568	0.003728313508
569	0.003720988635
570	0.003717286911
571	0.00370942639
572	0.003704318518
573	0.003697807211
574	0.003688780038
575	0.003685970473
576	0.003677769712
577	0.0036711952
578	0.00366473242
579	0.003656045706
580	0.003650743076
581	0.003642240837
582	0.003633477694
583	0.003625030161
584	0.003620257209
585	0.003613582875
586	0.003608935654
587	0.003604480137
588	0.003593311022
589	0.003581032548
590	0.003576077526
591	0.003567776336
592	0.003557712994
593	0.003549767892
594	0.003539144287
595	0.003533505401
596	0.003525825854
597	0.00351842009
598	0.003509272066
599	0.003504363368
600	0.003493616491
601	0.003489038955
602	0.003481632129
603	0.003477551131
604	0.003474501565
605	0.003467734314
606	0.003458556318
607	0.003450148734
608	0.003447273922
609	0.0034423681
610	0.003437441406
611	0.003431568362
612	0.003429384167
613	0.003427214345
614	0.003421650775
615	0.003416583804
616	0.003411798333
617	0.003398867629
618	0.003392046923
619	0.00338445945
620	0.003377204873
621	0.003370013938
622	0.003365585042
623	0.00336150044
624	0.00335400665
625	0.003348352068
626	0.003338807546
627	0.003335493037
628	0.003324835007
629	0.003318795425
630	0.00331362004
631	0.003307007866
632	0.003301173765
633	0.003292772805
634	0.003287592776
635	0.003283688887
636	0.003278643337
637	0.003272529018
638	0.003263804116
639	0.003260929432
640	0.003253246996
641	0.003248812705
642	0.003246310561
643	0.003239897652
644	0.003234516581
645	0.003229027675
646	0.003219534659
647	0.003213199636
648	0.003207705101
649	0.003199721259
650	0.003191092456
651	0.003187392738
652	0.003181279482
653	0.003176052116
654	0.003170080456
655	0.003163995999
656	0.003157569225
657	0.003152070932
658	0.003146070742
659	0.003139136109
660	0.003131885639
661	0.0031289323
662	0.00312649781
663	0.00312272217
664	0.003114054495
665	0.003111480394
666	0.003108563438
667	0.003104628117
668	0.003099932096
669	0.003097269423
670	0.003091226439
671	0.003080954818
672	0.003075300009
673	0.003070934551
674	0.003064026711
675	0.003056404987
676	0.003049122451
677	0.003043122519
678	0.003037172546
679	0.003033335874
680	0.003021135667
681	0.003016891764
682	0.003011298709
683	0.003009450987
684	0.003004766538
685	0.003002295156
686	0.002998911225
687	0.002993597155
688	0.002986297627
689	0.00298087041
690	0.002976409368
691	0.002972255197
692	0.002963583134
693	0.002959677154
694	0.002954842098
695	0.002952684242
696	0.002946827745
697	0.0029408848
698	0.002934981697
699	0.002929444051
700	0.00292566205
701	0.002918711115
702	0.002911491811
703	0.002907119791
704	0.002903060086
705	0.002897883612
706	0.002893127874
707	0.002888374744
708	0.002884189845
709	0.002876001016
710	0.002868911134
711	0.002865133116
712	0.002861871902
713	0.002856150939
714	0.002854476287
715	0.002849624857
716	0.002844094375
717	0.002841883894
718	0.002838565638
719	0.002836551974
720	0.002834993479
721	0.002828431035
722	0.00282355609
723	0.002820260167
724	0.002815679153
725	0.002810513254
726	0.002805612973
727	0.002802143697
728	0.002800113016
729	0.002797282455
730	0.002791546842
731	0.002785976552
732	0.002782207391
733	0.002780177542
734	0.00277652293
735	0.002769472658
736	0.002766210707
737	0.00276331039
738	0.002762006148
739	0.002758424246
740	0.002754137084
741	0.002749414421
742	0.002744138377
743	0.002742921543
744	0.00273757455
745	0.002729888438
746	0.002725950109
747	0.002722241996
748	0.002718661185
749	0.00271537541
750	0.002710305744
751	0.002706790638
752	0.002704294505
753	0.002701373712
754	0.002697179582
755	0.002690259556
756	0.002685317889
757	0.00268208355
758	0.002677722875
759	0.002673393166
760	0.002670522327
761	0.002667169595
762	0.002660441682
763	0.002657733957
764	0.002653021936
765	0.002649394273
766	0.002645599341
767	0.002642214453
768	0.002638595791
769	0.002633396981
770	0.002628673946
771	0.002626442341
772	0.002622831645
773	0.0026211124
774	0.002618395764
775	0.002616161474
776	0.002611747686
777	0.002605030319
778	0.002601089108
779	0.002596290418
780	0.002589779862
781	0.002585400034
782	0.002581896423
783	0.002579827305
784	0.002574309346
785	0.002570525103
786	0.002567501114
787	0.00256499471
788	0.002561512981
789	0.002558606236
790	0.002557119099
791	0.002551748588
792	0.002549092451
793	0.002545912553
794	0.002542674148
795	0.002540708875
796	0.002536982618
797	0.00253180181
798	0.00252814765
799	0.002523805327
800	0.002520915694
801	0.002519400753
802	0.002512951453
803	0.00250680418
804	0.002503229667
805	0.00250028952
806	0.002498266522
807	0.0024913495
808	0.002487785706
809	0.002485027555
810	0.002482131681
811	0.002477560538
812	0.002475436287
813	0.002472362168
814	0.002468678931
815	0.002464421076
816	0.002461581461
817	0.002457874044
818	0.00245338007
819	0.002450655073
820	0.002447412446
821	0.002441144799
822	0.002437271265
823	0.002434289074
824	0.002431601393
825	0.002425050459
826	0.002421315924
827	0.002417975361
828	0.002414957537
829	0.002413191941
830	0.002409606803
831	0.002405865311
832	0.002403254737
833	0.002400247253
834	0.002397918093
835	0.00239428179
836	0.002392831172
837	0.002387911378
838	0.002385986358
839	0.002382137265
840	0.002380048668
841	0.002375063901
842	0.002370281108
843	0.002364772223
844	0.002360907583
845	0.002356489328
846	0.002350918064
847	0.002349094749
848	0.002345488085
849	0.002343781825
850	0.002341708607
851	0.002337525398
852	0.002333885156
853	0.002330362161
854	0.002325769023
855	0.002322342771
856	0.002318535927
857	0.002314520868
858	0.002310446057
859	0.002306414002
860	0.002304494745
861	0.002300903461
862	0.002298498761
863	0.002291615586
864	0.002288173167
865	0.002286886406
866	0.002282923164
867	0.002279570625
868	0.002277174325
869	0.002273928013
870	0.00227099247
871	0.002267678404
872	0.002264196352
873	0.00226069007
874	0.002257973249
875	0.002254874085
876	0.002252111563
877	0.002249928184
878	0.002246607415
879	0.002240921201
880	0.00223651602
881	0.002233331881
882	0.002230294509
883	0.002228385986
884	0.002225367791
885	0.002221757523
886	0.002218911374
887	0.002216070983
888	0.002212283875
889	0.002210718445
890	0.00220921458
891	0.002207060195
892	0.002205523591
893	0.002203158587
894	0.002200878166
895	0.00219976494
896	0.002195638629
897	0.002192329267
898	0.002190264579
899	0.002187796066
900	0.002185460238
901	0.002182273078
902	0.002178140319
903	0.002175231957
904	0.002172259092
905	0.00217073248
906	0.002167603511
907	0.002165692276
908	0.002163619194
909	0.002158315775
910	0.00215666845
911	0.002154933563
912	0.002152553226
913	0.002150396809
914	0.002147067133
915	0.002143617275
916	0.002141205829
917	0.002138650758
918	0.002136246395
919	0.002134369652
920	0.002133474262
921	0.00213220501
922	0.002129585479
923	0.002125538555
924	0.002124509934
925	0.002122849843
926	0.002118790039
927	0.002117486586
928	0.002114566046
929	0.002110849168
930	0.002109174396
931	0.00210672702
932	0.002103733875
933	0.002099953769
934	0.002099076142
935	0.002096060493
936	0.00209451056
937	0.002093190533
938	0.002091068841
939	0.002089634357
940	0.002087777071
941	0.002085840748
942	0.002081901651
943	0.002077739832
944	0.002073488235
945	0.002071992427
946	0.002069102494
947	0.002065923645
948	0.002064641191
949	0.002061111412
950	0.002058445396
951	0.002054710327
952	0.002051759274
953	0.00205007407
954	0.002047646694
955	0.002045161616
956	0.002044157465
957	0.002042697057
958	0.002039831498
959	0.002038447635
960	0.002035813141
961	0.002033893282
962	0.002031052212
963	0.002028264128
964	0.002025180351
965	0.002021948253
966	0.002018411367
967	0.002013174987
968	0.002009352726
969	0.002005408103
970	0.002003567196
971	0.002002385593
972	0.002001206449
973	0.001999836556
974	0.001998089136
975	0.001995615206
976	0.001994420105
977	0.00199066096
978	0.001985495029
979	0.001982498901
980	0.001979356308
981	0.001976172069
982	0.00197362479
983	0.001971204801
984	0.001968432593
985	0.001967205831
986	0.001965287152
987	0.00196286831
988	0.001959654946
989	0.001956084863
990	0.001953067321
991	0.001951456328
992	0.001949426478
993	0.001947368591
994	0.001945355483
995	0.001943716837
996	0.00194140306
997	0.001938347331
998	0.001936706791
999	0.001935372711
